mes;marca;modelo;versao;dia;ano;vin
4;HYUNDAI;GRAND I-10;GRAND I10 1.2;5;2022;MALB251CANM215613
4;TOYOTA;RAV4;RAV4 OTTO 2.0;28;2022;JTMZ43FV0ND116010
4;TOYOTA;RAV4;RAV4 4X4 OTTO 2.5 AUT;28;2022;JTMJ13FV1ND087963
4;TOYOTA;RAV4;RAV4 OTTO 2.0;28;2022;JTMZ43FV5ND116200
4;VOLKSWAGEN;VOYAGE;VOYAGE 1.6;7;2022;9BWDB45U1NT092293
4;TOYOTA;RAV4;RAV4 OTTO 2.0;28;2022;JTMZ43FV3ND115367
4;TOYOTA;RAV4;RAV4 OTTO 2.0;29;2022;JTMZ43FV9ND115471
6;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB2NTF09349
6;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB3NTF09408
6;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB1NTF09200
6;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB0NTF09219
6;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB0NTF09205
6;VOLKSWAGEN;SAVEIRO;SAVEIRO CD 1.6;7;2022;9BWJL45U4NP046689
6;HYUNDAI;NEW CRETA;CRETA SU2I 1.5;15;2022;MALPB812ANM280176
6;VOLKSWAGEN;SAVEIRO;SAVEIRO CROSS DCAB 1.6;7;2022;9BWJL45U1NP037352
4;CHEVROLET;SPIN;SPIN 4X2 1.8;18;2022;9BGJP7560NB173839
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;7;2022;9BGED48K0NG192170
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;7;2022;9BGEN69K0NG169335
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;7;2022;9BGEP69K0NG170543
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;7;2022;9BGED48K0NG197704
4;VOLKSWAGEN;GOL;GOL HB 1.6;28;2022;9BWAB45UXNT092084
4;CHEVROLET;GROOVE;GROOVE 1.5;18;2022;LZWADAGA6NG016700
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;28;2022;JTMZ43FV8ND120905
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;28;2022;JTMZ43FV7ND119549
4;TOYOTA;YARIS;YARIS HB OTTO 1.5;28;2022;MR2K29F34N1242888
4;CHEVROLET;TRAILBLAZER;TRAILBLAZER 4X4 2.8 AUT;18;2022;9BG156YK0NC445466
4;CHEVROLET;COLORADO;COLORADO DCAB 4X4 2.8;7;2022;9BG148FK0NC439061
4;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 2.0;28;2022;WV1ZZZ2HZNA015927
4;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 2.0;28;2022;WV1ZZZ2HZNA015902
4;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 2.0;28;2022;WV1ZZZ2HZNA015936
4;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 2.0;28;2022;WV1ZZZ2HZNA016793
4;TOYOTA;HILUX;HI LUX 4X4 2.4;18;2022;8AJDB3CD6N1319964
4;TOYOTA;HILUX;HILUX 4X4 2.8 AUT;18;2022;8AJBA3CD5N1707701
4;HYUNDAI;GRAND I-10;GRAND I10 HB 1.2;18;2022;MALB251CANM268966
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;28;2022;JTMW43FV1ND116889
4;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AT;18;2022;LZWADAGA3NB040532
4;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 2.0;28;2022;WV1ZZZ2HZNA016873
4;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 2.0;28;2022;WV1ZZZ2HZNA016606
4;CHEVROLET;N400 MAX;N400 MAX 1.5;7;2022;LZWCDAGA8NC811313
4;CHEVROLET;N400 MAX;N400 MAX 1.5;7;2022;LZWCDAGA5NC811396
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD52H3ND055635
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;28;2022;JTMZ43FV3ND117684
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD52H1ND055925
4;TOYOTA;RAV4;RAV4 4X4 OTTO 2.0;28;2022;JTMB43FV7ND029268
4;TOYOTA;RAV4;RAV4 OTTO 2.0;28;2022;JTMZ43FV6ND113919
4;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;28;2022;MR2B29F34N1241837
4;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;28;2022;MR2B29F3XN1242409
4;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;28;2022;MR2B29F30N1240362
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD54H7ND055229
4;RENAULT;KWID;KWID 1.0;5;2022;93YRBB009NJ138893
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;18;2022;9BGED48K0NG191684
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;5;2022;9BGEB48K0NG168700
4;CHEVROLET;SILVERADO;SILVERADO CC DCAB 4X4 5.3 AUT;7;2022;3GCPY9ED7MG460507
4;VOLKSWAGEN;GOL;GOL HB 1.6;28;2022;9BWAB45U2NT114238
4;CHEVROLET;CAPTIVA;CAPTIVA MT6 1.5;18;2022;LZWADAGA0NB040486
4;PEUGEOT;208;208 BLUE HDI 100 4X2 1.5;28;2022;VR3UBYHTKPT000129
4;TOYOTA;RAV4;RAV4 OTTO 2.0;29;2022;JTMZ43FV6ND118098
4;PEUGEOT;2008;2008 BLUE HDI 130 EAT8 1.5 AUT;18;2022;VR3UDYHZSPJ502454
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;28;2022;8AJJB3DD1N4236197
4;TOYOTA;HILUX;HILUX PICK UP 4X4 2.8 AUT;28;2022;8AJBA3CD6N1713958
4;CHEVROLET;CAPTIVA;CAPTIVA MT6 4X2 1.5;18;2022;LZWADAGA8NB037335
4;CHEVROLET;CAPTIVA;CAPTIVA MT6 1.5;18;2022;LZWADAGA8NB040509
4;CHEVROLET;GROOVE;GROOVE 1.5;18;2022;LZWADAGA1NG016829
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD52H6ND057055
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;5;2022;9BGED48K0NG194364
4;RENAULT;KWID;KWID 1.0;5;2022;93YRBB006PJ145738
4;TOYOTA;RUSH;RUSH 1.5 MT;29;2022;MHKE8FE20NK015312
4;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT HEV 1.8 AUT;7;2022;9BRKZAAG6N0627902
4;TOYOTA;4RUNNER;4 RUNNER 4.0 AUT;7;2022;JTEZU4JRXN5263991
4;HYUNDAI;TUCSON NX4;TUCSON NX4 2.0;5;2022;KMHJB81DANU110369
4;FORD;EXPLORER;EXPLORER 4X4 2.3 AUT;7;2022;1FMSK8FH1MGC00439
4;TOYOTA;RUSH;RUSH 1.5 MT;29;2022;MHKE8FE20NK015212
4;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT HEV 1.8 AUT;7;2022;9BRKZAAG8N0625262
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD52H9ND054165
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD52H9ND055929
4;CHEVROLET;CAPTIVA;CAPTIVA MT6 1.5;18;2022;LZWADAGA6NB040475
4;CHEVROLET;CAPTIVA;CAPTIVA 1.5;5;2022;LZWADAGA6NB021358
4;BMW;X1;X1 SDRIVE18I LCI 1.5 AUT;18;2022;WBA31AA09N5U64409
4;TOYOTA;RAV4;RAV4 OTTO 2.0;29;2022;JTMZ43FV9ND114837
4;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;7;2022;9BRK4AAG5N0041478
4;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;7;2022;9BRK4AAG3N0042192
4;HYUNDAI;H-1;NEW H1 CRDI DOHC 2.5;26;2022;KMFYFX71AMU043732
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;18;2022;9BGEN48K0NG188118
4;PEUGEOT;EXPERT;TRAVELLER L3 BLUE HDI 180 2.0;29;2022;VF3VEEHTMPZ000458
4;TOYOTA;COROLLA;COROLLA SD 2.0;18;2022;9BRB43BE0N2097339
4;FORD;F-150;F150 LARIAT SPORT 4X4 5.0L AUT;7;2022;1FTFW1E52MFD11791
4;TOYOTA;COROLLA;COROLLA SD 1.6;18;2022;9BRBE3BE0N4001467
4;VOLKSWAGEN;NUEVO VIRTUS;VIRTUS OTTO 1.6;18;2022;9BWDL5BZ1NP032266
4;PEUGEOT;EXPERT;TRAVELLER L3 BLUE HDI 145 2.0;29;2022;VF3VEEHTMPZ000594
4;PEUGEOT;PARTNER;PARTNER HDI 92 L2 1.6;29;2022;VR3EF9HPAPJ502579
4;CHEVROLET;CAPTIVA;CAPTIVA 1.5;18;2022;LZWADAGA6NB039827
4;HYUNDAI;GRAND I-10 AI3 HB 1.2;GRAND I-10 AI3 HB 1.2;5;2022;MALB251CANM257597
4;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT HEV 1.8 AUT;7;2022;9BRKZAAG3N0626741
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;18;2022;9BGED48K0NG192396
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;29;2022;8AJDB3CD5N1320085
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;29;2022;8AJDB3CD2N1320951
4;TOYOTA;RAV4;RAV 4 4X4 2.0;18;2022;JTMB43FV1ND027385
4;VOLKSWAGEN;NIVUS;NIVUS TSI 1.0;18;2022;9BWCH6CH0NP011627
4;CHEVROLET;SPIN;SPIN 1.8 AT;7;2022;9BGJK7560NB167965
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;18;2022;9BGED48K0NG195996
4;CHEVROLET;SPIN;SPIN 4X2 1.8;26;2022;9BGJP7560NB172810
4;TOYOTA;HILUX;HI LUX TM 4X4 2.8;29;2022;8AJKA3CDXN3097024
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;29;2022;8AJDB3CD4N1320594
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;29;2022;8AJJB3DD4N4236176
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;29;2022;8AJCB3DD7N3910643
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;29;2022;8AJCB3DD8N3910313
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF8N4033257
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;29;2022;8AJJB3DD7N4236401
4;PEUGEOT;3008;3008 PURETECH 1.2L;29;2022;VF3MRHNSMPS002780
4;PEUGEOT;3008;3008 PURETECH 1.2L;29;2022;VF3MRHNSMPS002563
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;7;2022;8AJCB3DD7N3910240
4;TOYOTA;HILUX;HILUX PICK UP 4X4 2.8 AUT;7;2022;8AJBA3CD6N1705827
4;TOYOTA;HILUX;HILUX PICK UP 4X4 2.8 AUT;7;2022;8AJBA3CD9N1706700
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMW43FV9ND119197
4;TOYOTA;HILUX;HILUX PICKUP 2.7;7;2022;8AJJX3DD9N0756415
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;7;2022;8AJCB3DD8N3909677
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD5N1319373
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD5N1319387
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD9N1319358
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD2N1319413
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD9N1319490
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD5N1319311
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD4N1319316
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD3N1319355
4;TOYOTA;4RUNNER;4 RUNNER 4.0 AUT;26;2022;JTEZU4JR1N5265483
4;TOYOTA;RUSH;RUSH 4X2 1.5 AUT;26;2022;MHKE8FF20NK011308
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD7N1319326
4;HYUNDAI;ELANTRA CN7;ELANTRA CN7 1.6;5;2022;KMHLN41BANU295217
4;CHEVROLET;SPIN;SPIN 4X2 1.8;18;2022;9BGJP7560NB171943
4;TOYOTA;YARIS;YARIS HB OTTO 1.5;29;2022;MR2K29F3XN1242703
4;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT HEV 1.8 AUT;26;2022;9BRKZAAGXN0624548
4;TOYOTA;RUSH;RUSH 1.5 MT;26;2022;MHKE8FE20NK014964
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;7;2022;8AJJB3DDXN4236084
4;TOYOTA;HILUX;HI LUX TM 4X4 2.8;7;2022;8AJKA3CDXN3096858
4;TOYOTA;HILUX;HI LUX TM 4X4 2.8;7;2022;8AJKA3CD0N3096948
4;TOYOTA;HILUX;HI LUX TM 4X4 2.8;7;2022;8AJKA3CDXN3096732
4;TOYOTA;HILUX;HI LUX TM 4X4 2.8;7;2022;8AJKA3CD9N3096821
4;TOYOTA;HILUX;HI LUX TM 4X4 2.8;7;2022;8AJKA3CD3N3096524
4;TOYOTA;HILUX;HI LUX TM 4X4 2.8;7;2022;8AJKA3CDXN3096911
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;7;2022;8AJCB3DD0N3909947
4;TOYOTA;HILUX;HILUX DOBLE CABINA 2.4;7;2022;8AJCB3DD4N3909952
4;TOYOTA;RAIZE;RAIZE 4X2 1.2;29;2022;MHKAB1BA0NJ005698
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMW43FV5ND117169
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMZ43FV1ND118901
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD0N1320138
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CDXN1320163
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD9N1320168
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD2N1319136
4;HYUNDAI;NEW CRETA;CRETA SU2I CVT 1.5 AUT;26;2022;MALPB812ENM284372
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF8N4008665
4;TOYOTA;4RUNNER;4 RUNNER 4.0 AUT;26;2022;JTEZU4JR1N5264365
4;FORD;EXPLORER;EXPLORER 4X4 2.3 AUT;7;2022;1FMSK8FH3MGC00247
4;FORD;EXPLORER;EXPLORER 4X4 3.0 AT;7;2022;1FM5K8GC1MGC00313
4;FORD;F-150;F150 LARIAT LUXURY 4X4 5.0L AUT;7;2022;1FTFW1E56MFA97260
4;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;18;2022;MR2B29F33N1240792
4;TOYOTA;YARIS;YARIS HB 1.5 AUT;29;2022;MR2K29F30N1242905
4;TOYOTA;YARIS;YARIS HB OTTO 1.5;29;2022;MR2K29F38N1242764
4;CHEVROLET;N400 MAX;N400 MAX 1.5;7;2022;LZWCDAGA7NC810993
4;TOYOTA;YARIS;YARIS XLI 1.5;7;2022;MR2B29F37N1240374
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CDXN1319286
4;TOYOTA;RUSH;RUSH 1.5 MT;26;2022;MHKE8FE20NK014641
4;VOLKSWAGEN;TAOS;TAOS TSI 1.4 AUT;7;2022;8AWBJ6B29NA817954
4;PEUGEOT;RIFTER;RIFTER ALLURE 1.5 AUT;7;2022;VR3ECYHZRNJ533245
4;FIAT;ARGO;ARGO TREKKING HATCHBACK 1.3;7;2022;9BD358A72PYL89207
4;TOYOTA;YARIS;YARIS SEDAN 1.5 AUT;18;2022;MR2B29F3XN1241423
4;PEUGEOT;301;301 HDI 92HP 1.6;7;2022;VF3DD9HP0PJ501616
4;FIAT;ARGO;ARGO TREKKING HATCHBACK 1.3;7;2022;9BD358A72PYL88032
4;CHEVROLET;CAPTIVA;CAPTIVA MT6 1.5;29;2022;LZWADAGA7NB034359
4;CHEVROLET;CAPTIVA;CAPTIVA MT6 1.5;29;2022;LZWADAGA8NB034239
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF0N4008613
4;TOYOTA;COROLLA CROSS;COROLLA CROSS CVT 2.0 AUT;26;2022;9BRK4AAG6N0035284
4;CHEVROLET;TRACKER;TRACKER 1.2T;29;2022;9BGEN76C0NB178803
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA0NG021634
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA1NG021934
4;CHEVROLET;N400 MAX;N400 MAX 1.5;29;2022;LZWCDAGA3NC814877
4;HYUNDAI;NEW CRETA;CRETA SU2I 1.5;7;2022;MALPB812ANM265488
8;HYUNDAI;VENUE;VENUE QX 1.6;11;2022;KMHRC812APU192145
8;CHEVROLET;TRACKER;TRACKER 1.2T;22;2022;9BGEN76C0NB178467
8;CHEVROLET;SAIL;SAIL 1.5;1;2022;LSGHD52H1ND098712
8;VOLKSWAGEN;GOL;GOL HB 1.6;8;2022;9BWAB45U9NT082307
8;CHEVROLET;N400 MAX;N400 MAX 1.5;26;2022;LZWCDAGA3NC824146
8;VOLKSWAGEN;GOL;GOL HB 1.6;2;2022;9BWAB45U3NT117746
8;TOYOTA;YARIS;YARIS SEDAN GLI 1.5;5;2022;MR2B29F32N1247863
8;VOLKSWAGEN;VOYAGE;VOYAGE 1.6;5;2022;9BWDB45U2NT125768
7;RENAULT;DUSTER;DUSTER 4X2 1.6;26;2022;VF1HJD200PA174934
7;CHEVROLET;TRACKER;TRACKER 1.2T AUT;30;2022;9BGEN76C0PB105703
4;VOLKSWAGEN;GOL;GOL HB 1.6;18;2022;9BWAB45U6NT088372
4;VOLKSWAGEN;GOL;GOL HB 1.6;18;2022;9BWAB45U9NT114320
4;VOLKSWAGEN;GOL;GOL HB 1.6;18;2022;9BWAB45U3NT096624
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA2NG021859
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA9NG021860
4;TOYOTA;YARIS;YARIS HB 1.5 AUT;26;2022;MR2K29F37N1242285
4;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;29;2022;MR2B29F34N1242938
4;CHEVROLET;CAPTIVA;CAPTIVA 1.5 AT;29;2022;LZWADAGA0NB039709
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA5NG020866
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA2NG020744
4;RENAULT;DOKKER;DOKKER SOHC 1.5;18;2022;VF18SRN45NG996082
4;RENAULT;KWID;KWID 1.0;7;2022;93YRBB00XPJ138789
4;CHEVROLET;CAPTIVA;CAPTIVA MT6 4X2 1.5;29;2022;LZWADAGA7NB039819
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA5NG020995
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA2NG020923
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA2NG020839
4;FORD;TERRITORY;TERRITORY TREND 1.5 AT;7;2022;LJXCU2BB6NTF07944
4;FORD;F-150;F150 4X4 5.0;7;2022;1FTFW1E51MFD11782
4;HYUNDAI;NEW CRETA;CRETA SU2I 1.5;7;2022;MALPB812ANM266003
4;HYUNDAI;SOLATI;H350 2.5;7;2022;KMFAB17RPNK025195
4;FORD;F-150;F150 LARIAT LUXURY 4X4 5.0L AUT;7;2022;1FTFW1E59MFD12033
4;HYUNDAI;NEW CRETA;CRETA SU2I 1.5;7;2022;MALPB812ANM265538
4;VOLKSWAGEN;GOL;GOL HB 1.6;29;2022;9BWAB45U6NT093331
4;TOYOTA;RAV4;RAV4 OTTO 2.0;26;2022;JTMZ43FV6ND113516
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;26;2022;JTMW43FV4ND116899
4;VOLKSWAGEN;NIVUS;NIVUS TSI 1.0 AUT;18;2022;9BWCH6CH9NP005115
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMZ43FV4ND115779
4;VOLKSWAGEN;NIVUS;NIVUS TSI 1.0 AUT;18;2022;9BWCH6CH9NP005843
4;PEUGEOT;2008;2008 PURETECH 130 1.2;7;2022;VR3USHNSKPJ503179
4;TOYOTA;RAV4;RAV4 OTTO 2.0;26;2022;JTMZ43FV1ND117263
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;26;2022;JTMW43FV2ND113693
4;TOYOTA;FORTUNER;FORTUNER 4X4 5P 2.8 AUT;26;2022;8AJBA3FS5N0309842
4;TOYOTA;RAIZE;RAIZE 1.2;7;2022;MHKAB1BA0NJ003983
4;TOYOTA;RAV4;RAV4 OTTO 2.0;26;2022;JTMZ43FV6ND113449
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;26;2022;JTMZ43FV8ND113968
4;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;7;2022;MHKAB1BA4NJ004201
4;TOYOTA;RAV4;RAV4 OTTO 2.0;7;2022;JTMZ43FV6ND111863
4;TOYOTA;YARIS;YARIS GLI 1.5;7;2022;MR2B29F33N1237519
4;VOLKSWAGEN;GOL;GOL HB 1.6;18;2022;9BWAB45U4NT095322
4;VOLKSWAGEN;GOL;GOL HB 1.6;18;2022;9BWAB45U8NT114678
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMZ43FV4ND117841
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMZ43FV9ND118600
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMZ43FV4ND120397
4;TOYOTA;RAV4;RAV4 OTTO 2.0;29;2022;JTMZ43FV9ND113820
4;VOLKSWAGEN;AMAROK;AMAROK DCAB TDI 2.0;29;2022;WV1ZZZ2HZNA008034
4;CHEVROLET;ONIX;ONIX HB RS 1.OT;29;2022;9BGEB48K0NG185936
4;TOYOTA;FORTUNER;FORTUNER SRV 2.7 AUT;7;2022;8AJCX3GS4N0130855
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;29;2022;JTMW43FV9ND119393
4;TOYOTA;RAV4;RAV4 OTTO 2.0;29;2022;JTMZ43FV2ND117434
4;FORD;NEW RANGER;NEW RANGER DCAB 4X4 2.0 AUT;18;2022;MPBUR2366NX370910
4;TOYOTA;RAV4;RAV4 OTTO 2.0;29;2022;JTMZ43FV2ND120589
4;VOLKSWAGEN;NIVUS;NIVUS TSI 1.0 AUT;18;2022;9BWCH6CH6NP004391
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD8N1319626
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD4N1319476
4;TOYOTA;HILUX;HILUX PICKUP 4P 4X4 2.4;7;2022;8AJDB3CD5N1319485
4;VOLKSWAGEN;NIVUS;NIVUS TSI 1.0 AUT;18;2022;9BWCH6CH0NP005858
4;VOLKSWAGEN;GOL;GOL HB 1.6;29;2022;9BWAB45UXNT114682
4;VOLKSWAGEN;GOL;GOL HB 1.6;29;2022;9BWAB45UXNT114732
4;RENAULT;KWID;KWID 1.0;7;2022;93YRBB006PJ138787
4;TOYOTA;RAV4;RAV 4 LE 2.0;7;2022;JTMZ43FV4ND111909
4;TOYOTA;RAIZE;RAIZE 4X2 1.2;7;2022;MHKAB1BA1NJ002924
4;TOYOTA;RAIZE;RAIZE CVT 1.2 AUT;7;2022;MHKAB1BA0NJ004146
4;TOYOTA;RAV4;RAV4 4X4 OTTO 2.0;7;2022;JTMB43FV9ND027327
4;TOYOTA;RAV4;RAV4 OTTO 2.0 AUT;7;2022;JTMW43FV5ND110285
4;VOLKSWAGEN;GOL;GOL HB 1.6;29;2022;9BWAB45U1NT115347
4;VOLKSWAGEN;GOL;GOL HB 1.6;29;2022;9BWAB45U1NT115414
4;VOLKSWAGEN;GOL;GOL HB 1.6;29;2022;9BWAB45U4NT115746
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA4NG020731
4;CHEVROLET;SPIN;SPIN 1.8;18;2022;9BGJP7560NB169380
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF3N4008900
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF0N4008725
4;PEUGEOT;BOXER;BOXER;7;2022;VF3YD3MFCN2U18454
4;CHEVROLET;ONIX;ONIX NB LS 1.2;29;2022;9BGEA69M0NG190328
4;CHEVROLET;ONIX;ONIX HB PREMIER 1.0 AUT;29;2022;9BGEY48K0NG201434
4;PEUGEOT;LANDTREK;LANDTREK HDI 4X4 1.9;7;2022;VR3FDAHDLN3006938
4;PEUGEOT;2008;2008 ALLURE 1.2 AUT;7;2022;VR3USHNSSPJ502356
4;FORD;TERRITORY;TERRITORY 1.5 AUT;7;2022;LJXCU2BB6NTF09662
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF2N4009794
4;TOYOTA;HILUX;HI LUX 4X4 2.4;7;2022;8AJDB3CD0N1319605
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD52H2ND054282
4;CHEVROLET;SAIL;SAIL 1.5;7;2022;LSGHD52H3ND055196
4;FORD;NEW RANGER;NEW RANGER XLT 3.2;18;2022;8AFAR22WXNJ273013
4;FORD;NEW RANGER;NEW RANGER DCAB 4X4 2.0 AUT;18;2022;MPBUR2367NX371595
4;FORD;ECOSPORT;ECOSPORT TITANIUM 1.5;18;2022;MAJBNSMCKNMD76384
4;FORD;ECOSPORT;ECOSPORT TREND 1.5 AUT;18;2022;MAJBMSMCKNME78188
4;TOYOTA;RAV4;NEW RAV4 CVT 2.0;7;2022;JTMZ43FV1ND112208
4;VOLKSWAGEN;POLO;POLO HATCH BACK 1.6 AT;18;2022;9BWAL5BZ6NP032637
4;CHEVROLET;GROOVE;GROOVE 1.5;29;2022;LZWADAGA7NG020836
4;TOYOTA;YARIS;YARIS SEDAN OTTO 1.5;7;2022;MR2B29F34N1236881
4;VOLKSWAGEN;GOL;GOL HB 1.6;7;2022;9BWAB45U6NT087500
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF1N4010578
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0 AUT;18;2022;9BWBH6BF6N4015274
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF0N4015299
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0;18;2022;9BWBH6BF1N4016400
4;TOYOTA;YARIS;YARIS 1.5;7;2022;MR2B29F32N1240444
4;VOLKSWAGEN;T-CROSS;T CROSS TSI 1.0 AUT;18;2022;9BWBH6BF8N4008987
